-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
加：期初现金及现金等价物余额(元),"39,027,114.12","81,983,090.91","81,983,090.91","81,983,090.91","81,983,090.91","64,313,116.17","64,313,116.17","64,313,116.17","65,284,534.41"
期末现金及现金等价物余额(元),"48,836,110.88","39,004,587.87","16,153,387.20","27,248,288.85","51,353,105.72","81,983,090.91","97,480,206.18","49,410,989.61","56,944,950.33"
补充资料：
净利润(元),-,"6,369,221.69",-,"2,894,750.39",-,"5,510,818.81",-,"2,554,646.13",-
资产减值准备(元),-,"-1,761,834.49",-,"945,295.55",-,"824,219.87",-,"-462,362.94",-
固定资产和投资性房地产折旧(元),-,"30,308,782.61",-,"13,555,576.71",-,"23,572,024.29",-,"13,380,697.54",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"30,308,782.61",-,"13,555,576.71",-,"23,572,024.29",-,"13,380,697.54",-
无形资产摊销(元),-,"2,490,444.64",-,"1,289,977.46",-,"2,192,961.08",-,"672,764.61",-
长期待摊费用摊销(元),-,"4,174,516.85",-,"2,971,233.62",-,"4,077,658.42",-,"2,041,274.05",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"36,258.15",-,"-16,796.46",-,"-102,321.75",-,"13,463.48",-
固定资产报废损失(元),-,"161,164.85",-,"-173,092.34",-,"77,080.54",-,"-21,605.44",-
公允价值变动损失(元),-,"-242,497.84",-,"-227,211.00",-,"380,148.00",-,"162,445.99",-
财务费用(元),-,"24,081,260.04",-,"9,967,913.58",-,"12,183,889.38",-,"5,151,829.77",-
投资损失(元),-,"-31,226,619.74",-,"-28,245,077.98",-,"-41,923,119.12",-,"-21,293,174.47",-
递延所得税(元),-,"-575,959.40",-,"-623,639.61",-,"179,798.94",-,"-1,917,252.39",-
其中：递延所得税资产减少(元),-,"3,464,339.43",-,"-581,347.09",-,"-2,932,386.67",-,"-873,458.85",-
递延所得税负债增加(元),-,"-4,040,298.83",-,"-42,292.52",-,"3,112,185.61",-,"-1,043,793.54",-
存货的减少(元),-,"7,392,536.35",-,"-15,067,965.48",-,"-18,560,955.59",-,"-15,979,118.50",-
经营性应收项目的减少(元),-,"40,117,440.11",-,"-27,054,119.37",-,"72,946,356.63",-,"8,219,329.11",-
经营性应付项目的增加(元),-,"-39,352,546.06",-,"-12,265,153.05",-,"-61,770,530.13",-,"-11,214,616.05",-
其他(元),-,"3,344,013.82",-,-,-,-,-,-,-
现金的期末余额(元),-,"39,004,587.87",-,"27,248,288.85",-,"81,983,090.91",-,"49,410,989.61",-
减：现金的期初余额(元),-,"81,983,090.91",-,"81,983,090.91",-,"64,313,116.17",-,"64,313,116.17",-
现金及现金等价物的净增加额(元),-,"-42,978,503.04",-,"-54,734,802.06",-,"17,669,974.74",-,"-14,902,126.56",-
公告日期,2020-04-30,2020-04-30,2019-10-26,2019-08-26,2019-04-29,2019-03-29,2018-10-19,2018-08-29,2018-04-24
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
