-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
固定资产报废损失(元),-,"329,029.63",-,-,-,"1,979,477.77",-,-,-
财务费用(元),-,"46,993,819.54",-,"21,907,458.25",-,"50,766,945.12",-,"25,033,067.78",-
投资损失(元),-,"-378,060.06",-,"-106,667.14",-,"-633,724.61",-,"-210,221.17",-
递延所得税(元),-,"-959,185.78",-,"-210,206.42",-,"1,551,233.24",-,"454,209.76",-
其中：递延所得税资产减少(元),-,"-959,185.78",-,"-210,206.42",-,"1,551,233.24",-,"454,209.76",-
存货的减少(元),-,"92,667,545.84",-,"55,692,783.89",-,"-159,157,449.84",-,"-101,936,135.12",-
经营性应收项目的减少(元),-,"-34,966,129.41",-,"-118,728,414.56",-,"105,284,932.29",-,"663,030.21",-
经营性应付项目的增加(元),-,"-45,765,542.50",-,"-57,340,284.46",-,"-69,968,778.80",-,"21,348,070.00",-
其他(元),-,-,-,"10,000,000.00",-,-,-,-,-
现金的期末余额(元),-,"157,517,336.23",-,"215,149,184.62",-,"256,443,979.98",-,"233,608,698.45",-
减：现金的期初余额(元),-,"256,443,979.98",-,"256,443,979.98",-,"449,778,577.61",-,"449,778,577.61",-
现金及现金等价物的净增加额(元),-,"-98,926,643.75",-,"-41,294,795.36",-,"-193,334,597.63",-,"-216,169,879.16",-
公告日期,2020-04-27,2020-04-22,2019-10-25,2019-08-13,2019-04-24,2019-03-28,2018-10-26,2018-08-10,2018-04-25
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
