-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
筹资活动现金流出小计(元),"689,106,146.95","2,903,551,389.67","2,668,789,619.87","1,631,144,475.97","1,029,313,311.92","3,382,509,636.46","2,441,868,806.20","1,389,534,208.85","555,599,405.48"
筹资活动产生的现金流量净额(元),"10,468,850.18","14,720,489.60","72,369,134.87","58,479,598.37","133,736,667.08","853,464,746.88","948,566,540.47","823,886,768.82","-4,346,605.48"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"305,942,275.39","1,246,788,771.09","1,246,788,771.09","1,246,788,771.09","1,246,788,771.09","1,264,894,033.99","1,364,894,033.99","1,364,894,033.99","1,364,894,033.99"
期末现金及现金等价物余额(元),"230,084,737.65","305,942,275.39","574,571,712.59","717,656,247.29","1,322,143,914.34","1,246,788,771.09","1,090,839,872.18","1,291,464,917.52","1,083,860,171.91"
补充资料：
净利润(元),-,"-1,092,676.23",-,"10,757,224.82",-,"285,036,725.62",-,"153,400,701.77",-
资产减值准备(元),-,"53,867,643.96",-,"8,983,299.84",-,"60,690,579.68",-,"13,820,327.20",-
固定资产和投资性房地产折旧(元),-,"154,779,638.38",-,"70,816,464.92",-,"111,994,344.58",-,"46,737,929.46",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"154,779,638.38",-,"70,816,464.92",-,"111,994,344.58",-,"46,737,929.46",-
无形资产摊销(元),-,"48,054,238.34",-,"19,040,171.12",-,"37,833,218.48",-,"14,373,066.80",-
长期待摊费用摊销(元),-,"4,803,941.21",-,"4,076,100.63",-,"7,814,799.66",-,"4,610,067.54",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-767,442.38",-,"-7,204,852.28",-,"-46,390,423.73",-,"-4,272,691.77",-
固定资产报废损失(元),-,"335,876.03",-,"578,543.10",-,"358,846.93",-,-,-
财务费用(元),-,"191,698,898.94",-,"82,734,681.03",-,"142,613,550.87",-,"79,937,314.14",-
投资损失(元),-,"-12,266,898.81",-,"-869,349.10",-,"-9,617,268.17",-,"840,710.03",-
递延所得税(元),-,"-49,594,030.53",-,"-15,946,551.18",-,"12,744,287.58",-,"-4,023,061.28",-
其中：递延所得税资产减少(元),-,"-47,707,992.26",-,"-15,003,898.77",-,"6,789,905.76",-,"-3,527,113.17",-
递延所得税负债增加(元),-,"-1,886,038.27",-,"-942,652.41",-,"5,954,381.82",-,"-495,948.11",-
存货的减少(元),-,"-42,397,256.29",-,"-37,400,519.68",-,"-229,700,966.95",-,"-152,761,130.21",-
经营性应收项目的减少(元),-,"279,207,026.71",-,"-15,057,700.55",-,"-699,180,429.75",-,"-508,308,672.15",-
经营性应付项目的增加(元),-,"-1,360,321,797.08",-,"-426,770,252.17",-,"595,395,042.10",-,"350,612,000.10",-
现金的期末余额(元),-,"305,942,275.39",-,"717,656,247.29",-,"1,246,788,771.09",-,"1,291,464,917.52",-
减：现金的期初余额(元),-,"1,246,788,771.09",-,"1,246,788,771.09",-,"1,264,894,033.99",-,"1,364,894,033.99",-
现金及现金等价物的净增加额(元),-,"-940,846,495.70",-,"-529,132,523.80",-,"-18,105,262.90",-,"-73,429,116.47",-
公告日期,2020-04-30,2020-04-30,2019-10-23,2019-08-28,2019-04-25,2019-04-23,2018-10-30,2018-08-10,2018-04-24
审计意见(境内),带强调事项段的无保留意见,带强调事项段的无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
