-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"60,324,802.75",-,"30,376,846.11",-,"63,332,294.32",-,"31,378,157.25",-
无形资产摊销(元),-,"2,317,649.27",-,"1,150,533.06",-,"2,239,275.43",-,"1,120,403.73",-
长期待摊费用摊销(元),-,"1,036,333.59",-,"961,412.91",-,"1,638,890.15",-,"218,158.38",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"456,391.46",-,"-273,911.39",-,"-202,127.61",-,-,-
财务费用(元),-,"2,421,406.63",-,"6,133,919.90",-,"3,855,206.56",-,"4,650,928.22",-
投资损失(元),-,"-708,363.98",-,"-510,721.49",-,"-5,628,616.86",-,"-829,197.07",-
递延所得税(元),-,"6,912.71",-,"-444,148.87",-,"-2,050,083.82",-,"-477,733.24",-
其中：递延所得税资产减少(元),-,"261,265.31",-,"-316,972.57",-,"-1,795,731.22",-,"-350,556.94",-
递延所得税负债增加(元),-,"-254,352.60",-,"-127,176.30",-,"-254,352.60",-,"-127,176.30",-
存货的减少(元),-,"-108,585,654.08",-,"-34,750,931.64",-,"288,290.30",-,"-218,121,291.67",-
经营性应收项目的减少(元),-,"37,783,471.99",-,"-27,892,256.03",-,"5,469,203.92",-,"-18,493,418.56",-
经营性应付项目的增加(元),-,"-159,238,768.84",-,"-157,628,658.52",-,"-290,594,978.07",-,"-56,857,206.93",-
现金的期末余额(元),-,"328,140,629.89",-,"159,382,246.94",-,"330,670,249.69",-,"266,704,177.27",-
减：现金的期初余额(元),-,"330,670,249.69",-,"330,670,249.69",-,"543,308,257.13",-,"543,308,257.13",-
现金及现金等价物的净增加额(元),-,"-2,529,619.80",-,"-171,288,002.75",-,"-212,638,007.44",-,"-276,604,079.86",-
公告日期,2020-04-24,2020-04-08,2019-10-22,2019-08-22,2019-04-24,2019-02-26,2018-10-23,2018-08-21,2018-04-21
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
