-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
资产减值准备(元),-,"158,852,549.02",-,"2,968,796.26",-,"-196,618.67",-,"-50,771.65",-
固定资产和投资性房地产折旧(元),-,"11,927,989.59",-,"5,429,259.93",-,"12,190,338.81",-,"6,094,397.65",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"11,927,989.59",-,"5,429,259.93",-,"12,190,338.81",-,"6,094,397.65",-
无形资产摊销(元),-,"2,027,271.00",-,"695,789.20",-,"1,826,118.56",-,"912,648.15",-
长期待摊费用摊销(元),-,"3,405,328.67",-,"720,236.75",-,"1,073,404.65",-,"631,122.55",-
处置固定资产、无形资产和其他长期资产的损失(元),-,-,-,-,-,"1,644.93",-,"1,644.93",-
固定资产报废损失(元),-,"112,502.50",-,997.23,-,"481,919.08",-,"11,278.50",-
财务费用(元),-,"6,350,555.98",-,"3,327,589.77",-,"955,565.26",-,"886,855.71",-
投资损失(元),-,"86,138,306.17",-,"11,188,264.07",-,"3,245,813.09",-,"-3,466,491.19",-
递延所得税(元),-,"20,950,779.02",-,"-4,450,586.58",-,"-3,218,437.84",-,"-2,915,803.86",-
其中：递延所得税资产减少(元),-,"20,391,376.09",-,"-4,720,819.39",-,"-3,758,903.45",-,"-3,186,095.76",-
递延所得税负债增加(元),-,"559,402.93",-,"270,232.81",-,"540,465.61",-,"270,291.90",-
存货的减少(元),-,"-28,593,284.23",-,"-20,213,245.85",-,"29,934,427.26",-,"-14,201,262.05",-
经营性应收项目的减少(元),-,"31,612,790.24",-,"4,245,299.49",-,"-43,396,144.33",-,"-62,131,612.51",-
经营性应付项目的增加(元),-,"17,368,538.09",-,"-23,453,400.20",-,"17,915,733.84",-,"36,159,097.71",-
现金的期末余额(元),-,"16,627,889.53",-,"62,442,375.27",-,"41,743,132.51",-,"64,418,568.55",-
减：现金的期初余额(元),-,"41,743,132.51",-,"41,743,132.51",-,"31,739,679.01",-,"31,739,679.01",-
现金及现金等价物的净增加额(元),-,"-25,115,242.98",-,"20,699,242.76",-,"10,003,453.50",-,"32,678,889.54",-
公告日期,2020-04-28,2020-04-21,2019-10-26,2019-08-27,2019-04-23,2019-04-23,2018-10-27,2018-08-25,2018-04-24
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
