-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
筹资活动现金流出小计(元),"131,203,862.44","817,368,774.10","600,169,295.20","553,014,524.81","91,685,373.23","921,451,630.84","778,765,155.28","260,775,393.54","186,357,033.05"
筹资活动产生的现金流量净额(元),"-29,795,240.72","-499,600,075.91","-450,861,721.49","-445,244,985.09","-27,086,822.72","-766,050,374.53","-696,758,657.69","-230,029,369.23","-136,814,967.97"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"956,741,602.06","741,377,643.96","741,377,643.96","741,377,643.96","741,377,643.96","1,167,076,682.30","1,167,076,682.30","1,167,076,682.30","1,167,076,682.30"
期末现金及现金等价物余额(元),"1,062,449,808.17","968,537,298.74","893,699,389.72","811,459,454.00","789,542,904.41","741,377,643.96","843,742,066.80","1,187,443,383.33","1,019,852,409.45"
补充资料：
净利润(元),-,"966,420,965.77",-,"500,252,080.01",-,"815,425,675.75",-,"424,430,064.14",-
资产减值准备(元),-,"14,468,847.28",-,"9,836,362.35",-,"34,180,026.86",-,"-507,803.75",-
固定资产和投资性房地产折旧(元),-,"160,257,621.56",-,"80,426,416.93",-,"160,452,348.96",-,"77,911,093.39",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"160,257,621.56",-,"80,426,416.93",-,"160,452,348.96",-,"77,911,093.39",-
无形资产摊销(元),-,"10,448,668.10",-,"2,620,425.11",-,"9,448,657.33",-,"4,109,292.71",-
长期待摊费用摊销(元),-,"6,086,840.84",-,"366,838.01",-,"5,035,370.68",-,"2,655,248.22",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"4,314,308.52",-,-,-,"2,077,600.18",-,"515,309.31",-
固定资产报废损失(元),-,"286,412.79",-,-,-,-,-,-,-
财务费用(元),-,"2,782,226.46",-,-,-,"1,825,723.11",-,"-13,757,600.85",-
投资损失(元),-,"-83,025,381.06",-,"-49,378,880.93",-,"-78,515,842.58",-,"-29,435,059.49",-
递延所得税(元),-,"-1,979,574.78",-,"-140,218.83",-,"-1,552,642.57",-,"546,401.76",-
其中：递延所得税资产减少(元),-,"-1,248,811.37",-,"280,242.32",-,"-791,590.29",-,"608,354.97",-
递延所得税负债增加(元),-,"-730,763.41",-,"-420,461.15",-,"-761,052.28",-,"-61,953.21",-
存货的减少(元),-,"-119,461,502.18",-,"136,584,392.57",-,"-58,678,670.88",-,"12,445,243.33",-
经营性应收项目的减少(元),-,"-51,320,386.49",-,"-155,136,362.86",-,"-79,253,203.83",-,"-11,748,326.69",-
经营性应付项目的增加(元),-,"280,608,998.95",-,"-184,994,732.89",-,"42,201,872.76",-,"-52,005,440.16",-
现金的期末余额(元),-,"968,537,298.74",-,"811,459,454.00",-,"741,377,643.96",-,"1,187,443,383.33",-
减：现金的期初余额(元),-,"741,377,643.96",-,"741,377,643.96",-,"1,167,076,682.30",-,"1,167,076,682.30",-
现金及现金等价物的净增加额(元),-,"227,159,654.78",-,"70,081,810.04",-,"-425,699,038.34",-,"20,366,701.03",-
公告日期,2020-04-29,2020-04-15,2019-10-25,2019-08-24,2019-04-25,2019-04-18,2018-10-30,2018-08-24,2018-04-28
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
