-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
资产减值准备(元),-,"-8,818,188.61",-,"6,469,969.37",-,"254,906,373.23",-,"41,155,820.88",-
固定资产和投资性房地产折旧(元),-,"173,031,847.84",-,"139,343,673.72",-,"301,561,710.77",-,"124,539,899.02",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"173,031,847.84",-,"139,343,673.72",-,"301,561,710.77",-,"124,539,899.02",-
无形资产摊销(元),-,"7,579,517.05",-,"26,621,231.24",-,"12,192,719.63",-,"39,829,431.15",-
长期待摊费用摊销(元),-,"19,871,507.08",-,"14,547,224.95",-,"25,339,082.37",-,"3,533,525.56",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"1,758,724.13",-,"-59,992.22",-,562.50,-,"476,674.96",-
固定资产报废损失(元),-,-,-,"2,023,775.50",-,"23,414,791.19",-,-,-
公允价值变动损失(元),-,-,-,"-50,400.00",-,-,-,-,-
财务费用(元),-,"34,403,572.64",-,"35,077,630.99",-,"90,156,484.49",-,"31,140,546.50",-
投资损失(元),-,"-776,023,459.84",-,"-751,255,152.58",-,"1,594,993.13",-,"-2,958,736.17",-
递延所得税(元),-,"122,480,012.06",-,"161,519,450.30",-,"-115,453,400.38",-,"-51,475,771.27",-
其中：递延所得税资产减少(元),-,"163,422,094.30",-,"174,427,241.24",-,"-95,338,486.15",-,"-40,863,512.71",-
递延所得税负债增加(元),-,"-40,942,082.24",-,"-12,907,790.94",-,"-20,114,914.23",-,"-10,612,258.56",-
存货的减少(元),-,"-508,096,969.47",-,"-80,480,419.81",-,"-94,408,376.77",-,"-106,710,212.69",-
经营性应收项目的减少(元),-,"-607,018,664.50",-,"-328,990,586.55",-,"120,543,366.37",-,"171,526,705.82",-
经营性应付项目的增加(元),-,"742,535,179.43",-,"14,157,752.96",-,"-160,946,849.82",-,"-335,599,649.33",-
其他(元),-,-,-,"43,281,316.99",-,-,-,-,-
现金的期末余额(元),-,"157,608,397.93",-,"64,439,545.72",-,"1,515,913,309.11",-,"2,079,215,251.21",-
减：现金的期初余额(元),-,"1,515,913,309.11",-,"1,515,913,309.11",-,"1,600,067,339.53",-,"1,600,067,339.53",-
现金及现金等价物的净增加额(元),-,"-1,358,304,911.18",-,"-1,451,473,763.39",-,"-84,154,030.42",-,"479,147,911.68",-
公告日期,2020-04-25,2020-04-02,2019-10-28,2019-08-28,2019-04-25,2019-03-22,2018-10-25,2018-08-18,2018-04-28
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
