-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
偿还债务支付的现金(元),"5,696,619,439.88","50,928,063,191.07","28,276,376,390.69","21,416,202,415.69","12,410,512,169.57","48,881,299,195.94","28,349,347,342.24","17,813,632,978.27","7,953,700,024.76"
分配股利、利润或偿付利息支付的现金(元),"1,194,813,016.51","4,547,214,846.83","3,652,942,067.45","2,525,493,419.81","828,537,919.98","2,387,983,068.90","1,731,710,486.80","1,271,882,584.58","323,493,711.39"
支付其他与筹资活动有关的现金(元),"2,465,735,418.00","8,553,815,912.64","7,734,992,141.67","4,648,992,141.67","2,102,045,338.93","13,025,004,292.09","9,422,897,064.22","9,155,689,449.16","8,108,735.11"
筹资活动现金流出小计(元),"9,357,167,874.39","64,029,093,950.54","39,664,310,599.81","28,590,687,977.17","15,341,095,428.48","64,294,286,556.93","39,503,954,893.26","28,241,205,012.01","8,285,302,471.26"
筹资活动产生的现金流量净额(元),"14,704,032,907.66","35,582,525,777.20","25,251,912,189.27","21,141,780,360.59","13,657,133,917.21","38,998,730,126.67","36,032,132,765.90","18,169,200,810.83","5,499,976,678.46"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"9,574,048,273.72","11,263,628,909.81","11,263,628,909.81","11,263,628,909.81","11,263,628,909.81","6,915,059,998.39","6,782,780,063.69","6,782,780,063.69","6,782,780,063.69"
期末现金及现金等价物余额(元),"11,523,107,128.40","9,574,048,273.72","9,152,953,152.67","12,334,627,070.05","13,811,507,636.65","11,263,628,909.81","20,539,353,155.75","13,373,239,886.34","7,277,549,427.52"
补充资料：
净利润(元),-,"2,956,684,227.86",-,"1,262,756,816.38",-,"1,967,603,261.64",-,"1,232,155,537.43",-
资产减值准备(元),-,"37,242,934.53",-,"-4,809,823.39",-,"68,976,280.35",-,"-6,105,485.95",-
固定资产和投资性房地产折旧(元),-,"1,724,868,717.00",-,"796,612,919.11",-,"1,576,545,521.77",-,"773,361,558.14",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"1,724,868,717.00",-,"796,612,919.11",-,"1,576,545,521.77",-,"773,361,558.14",-
无形资产摊销(元),-,"62,745,509.04",-,"28,593,916.28",-,"55,600,070.73",-,"20,794,716.59",-
长期待摊费用摊销(元),-,"1,678,602.89",-,"575,888.85",-,"1,392,625.49",-,"815,010.34",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-1,890,145.51",-,"-449,275.67",-,"-574,959.17",-,-,-
固定资产报废损失(元),-,"121,729.64",-,"93,686.20",-,"31,753.93",-,-,-
公允价值变动损失(元),-,"-61,543,032.86",-,"-106,775,152.81",-,"340,173,771.17",-,"-40,058,055.14",-
财务费用(元),-,"885,439,241.73",-,"274,614,094.66",-,"1,131,750,143.68",-,"415,605,548.59",-
投资损失(元),-,"-900,965,199.51",-,"-414,197,284.17",-,"-705,783,821.76",-,"-106,056,012.22",-
递延所得税(元),-,"-132,810,626.52",-,"58,811,940.11",-,"135,763,058.24",-,"87,972,308.61",-
其中：递延所得税资产减少(元),-,"-222,544,675.36",-,"19,428,894.86",-,"47,680,068.64",-,"46,918,670.73",-
递延所得税负债增加(元),-,"89,734,048.84",-,"39,383,045.25",-,"88,082,989.60",-,"41,053,637.88",-
存货的减少(元),-,"-15,351,629,804.17",-,"-211,663,166.59",-,"-2,258,956,537.35",-,"-1,433,036,992.44",-
经营性应收项目的减少(元),-,"-7,013,137,360.78",-,"670,842,134.69",-,"-5,007,039,921.39",-,"-4,163,078,483.61",-
经营性应付项目的增加(元),-,"17,481,949,182.59",-,"922,606,898.52",-,"7,532,360,124.67",-,"4,217,413,029.82",-
其他(元),-,"-1,740,632,623.08",-,"10,653,055.64",-,"-3,155,270.73",-,"-9,631,817.35",-
现金的期末余额(元),-,"9,574,048,273.72",-,"12,334,627,070.05",-,"11,263,628,909.81",-,"13,373,239,886.34",-
减：现金的期初余额(元),-,"11,263,628,909.81",-,"11,263,628,909.81",-,"6,915,059,998.39",-,"6,782,780,063.69",-
现金及现金等价物的净增加额(元),-,"-1,689,580,636.09",-,"1,070,998,160.24",-,"4,348,568,911.42",-,"6,590,459,822.65",-
公告日期,2020-04-30,2020-04-23,2019-10-28,2019-08-10,2019-04-26,2019-04-17,2018-10-26,2018-08-18,2018-04-26
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
