-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
其中：子公司支付给少数股东的股利、利润(元),-,"32,151,630.29","32,299,129.40","27,399,958.74",-,"25,287,213.40","26,262,417.89","13,907,217.89",-
支付其他与筹资活动有关的现金(元),-,"6,741,082.86","110,000,023.31",-,-,"43,334,382.84","169,669,157.90","756,917.00","4,238,250.00"
筹资活动现金流出小计(元),"159,415,031.36","1,182,285,781.28","1,165,595,712.55","905,920,788.47","384,438,510.09","1,520,258,190.30","1,189,778,928.21","706,593,641.95","298,544,913.20"
筹资活动产生的现金流量净额(元),"-59,415,031.36","-621,739,181.28","-414,196,712.55","-595,920,788.47","-134,438,510.09","587,571,809.70","-12,898,127.85","-276,576,974.95","-130,564,913.20"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"794,555,561.24","1,713,792,816.67","1,713,792,816.67","1,755,292,816.67","1,758,470,572.74","947,882,605.92","951,482,605.92","947,882,605.92","951,482,605.92"
期末现金及现金等价物余额(元),"698,035,871.30","794,555,561.24","744,965,034.99","824,711,894.10","1,230,137,703.98","1,713,792,816.67","913,728,679.25","834,458,298.94","844,389,347.94"
补充资料：
净利润(元),-,"103,167,606.70",-,"103,360,254.01",-,"23,545,650.74",-,"130,537,811.57",-
资产减值准备(元),-,"102,474,202.93",-,"5,165.00",-,"101,875,448.51",-,"3,362,022.85",-
固定资产和投资性房地产折旧(元),-,"82,901,143.04",-,"105,210,331.69",-,"42,548,311.70",-,"32,922,528.40",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"82,901,143.04",-,"105,210,331.69",-,"42,548,311.70",-,"32,922,528.40",-
无形资产摊销(元),-,"1,765,208.76",-,"604,098.96",-,"1,554,835.71",-,"1,009,102.56",-
长期待摊费用摊销(元),-,"41,090,758.71",-,"13,294,174.78",-,"37,226,213.07",-,"9,290,947.06",-
处置固定资产、无形资产和其他长期资产的损失(元),-,-,-,-,-,"9,418.00",-,"-2,603.20",-
固定资产报废损失(元),-,"748,833.22",-,"124,227.48",-,"910,874.90",-,"50,305.07",-
财务费用(元),-,"125,899,725.26",-,"66,019,282.04",-,"93,022,101.70",-,"37,554,138.38",-
投资损失(元),-,"-105,138,040.18",-,"-58,678,193.85",-,"-61,267,856.40",-,"-58,697,318.90",-
递延所得税(元),-,"-5,605,388.75",-,"69,062.11",-,"-57,418,389.89",-,"-3,758,515.94",-
其中：递延所得税资产减少(元),-,"5,552,880.50",-,"237,499.98",-,"-36,361,893.38",-,"1,484,852.89",-
递延所得税负债增加(元),-,"-11,158,269.25",-,"-168,437.87",-,"-21,056,496.51",-,"-5,243,368.83",-
存货的减少(元),-,"180,550,899.43",-,"148,282,482.16",-,"325,910,129.17",-,"238,322,209.83",-
经营性应收项目的减少(元),-,"32,035,379.93",-,"-42,734,401.70",-,"176,696,341.14",-,"-91,902,255.76",-
经营性应付项目的增加(元),-,"-130,153,642.89",-,"-204,309,725.24",-,"-516,938,924.62",-,"-272,581,354.60",-
其他(元),-,"762,505.20",-,-,-,-,-,-,-
现金的期末余额(元),-,"794,555,561.24",-,"824,711,894.10",-,"1,713,792,816.67",-,"834,458,298.94",-
减：现金的期初余额(元),-,"1,713,792,816.67",-,"1,755,292,816.67",-,"947,882,605.92",-,"947,882,605.92",-
现金及现金等价物的净增加额(元),-,"-919,237,255.43",-,"-930,580,922.57",-,"765,910,210.75",-,"-113,424,306.98",-
公告日期,2020-04-28,2020-04-28,2019-10-31,2019-08-27,2019-04-30,2019-04-30,2018-10-30,2018-08-31,2018-04-28
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
