-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
经营活动现金流出的其他项目(元),-,"189,379,732.41","213,624,765.32","207,087,867.00","111,660,570.16","362,485,075.71","261,899,723.27","200,127,998.44","109,962,505.58"
经营活动现金流出小计(元),"2,298,634,336.33","16,953,212,007.10","15,022,918,871.71","11,705,663,612.93","9,165,832,063.67","30,394,946,762.78","26,708,373,964.95","24,727,105,954.70","21,511,321,303.83"
经营活动产生的现金流量净额其他项目(元),-,"278,065,897.53",-,-,-,"-356,290,298.25",-,-,-
经营活动产生的现金流量净额(元),-,"28,599,558,516.60",-,"22,656,379,467.98",-,"14,981,339,569.60",-,"11,545,853,345.88",-
二、投资活动产生的现金流量
收回投资收到的现金(元),"20,841,072,093.51","79,725,037,001.84","72,282,281,656.59","43,351,058,182.47","18,141,288,717.93","60,659,172,405.63","83,603,898,247.27","36,900,988,690.36","20,206,383,870.06"
取得投资收益收到的现金(元),"1,983,187,346.00","9,217,544,908.60","7,799,748,875.52","5,541,551,892.89","2,731,472,417.34","7,375,840,291.02","5,827,357,095.28","4,033,467,635.17","2,195,598,213.01"
处置固定资产、无形资产和其他长期资产收回的现金净额(元),"858,017.87","80,522,606.36","89,469,482.84","68,996,548.53","269,504.30","6,117,480.55","37,080,345.94","25,927,302.78","100,222,538.60"
处置子公司及其他营业单位收到的现金(元),-,"258,830,277.07","480,000,000.00",-,-,"334,251,603.20","484,225,200.00","484,225,200.00",-
收到的其他与投资活动有关的现金(元),-,"323,000,000.00",-,-,-,"174,406,496.80",-,-,-
投资活动现金流入小计(元),"22,825,117,457.38","89,604,934,793.87","80,651,500,014.95","48,961,606,623.89","20,873,030,639.57","68,549,788,277.20","89,952,560,888.49","41,444,608,828.31","22,502,204,621.67"
投资支付的现金(元),"17,099,417,979.36","123,082,778,814.01","110,902,912,659.87","72,035,127,959.93","33,245,815,675.95","77,372,696,845.44","103,039,329,213.68","54,905,541,327.03","29,654,041,984.83"
保户质押贷款净增加额(元),"14,447,192.74","149,297,524.33","107,836,204.42","38,722,913.39","-19,569,421.84","77,753,941.60","35,067,402.98","-8,812,814.69","-61,261,538.39"
购建固定资产、无形资产和其他长期资产所支付的现金(元),"37,072,564.29","717,099,884.59","242,957,945.96","78,892,838.52","6,559,689.77","274,670,559.96","93,316,379.63","47,885,388.68","9,393,887.02"
投资活动现金流出的其他项目(元),-,"700,080,000.00",-,-,-,-,-,-,-
投资活动现金流出小计(元),"17,150,937,736.39","124,649,256,222.93","111,253,706,810.25","72,152,743,711.84","33,232,805,943.88","77,725,121,347.00","103,167,712,996.29","54,944,613,901.02","29,602,174,333.46"
投资活动产生的现金流量净额(元),"5,674,179,720.99","-35,044,321,429.06","-30,602,206,795.30","-23,191,137,087.95","-12,359,775,304.31","-9,175,333,069.80","-13,215,152,107.80","-13,500,005,072.71","-7,099,969,711.79"
三、筹资活动产生的现金流量
吸收投资收到的现金(元),-,"2,000,000.00",-,-,-,"4,674,975,500.00","20,000,000.00",-,-
取得借款收到的现金(元),-,-,-,-,-,"114,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00"
收到卖出回购金融资产款现金净额(元),"2,839,590,000.00","1,568,756,000.00",-,-,-,-,-,-,-
筹资活动现金流入的其他项目(元),-,-,-,-,-,-,-,"-3,486,392,000.00",-
筹资活动现金流入小计(元),"2,839,590,000.00","1,570,756,000.00",-,-,-,"4,788,975,500.00","134,000,000.00","-3,372,392,000.00","114,000,000.00"
偿还债务所支付的现金(元),-,"102,750,000.00","207,001,047.40","139,751,047.40","29,000,000.00","288,000,000.00","281,500,000.00","281,500,000.00","128,000,000.00"
分配股利、利润或偿付利息支付的现金(元),"53,626,699.13","342,720,974.00","299,410,927.83","154,916,911.74","34,477,201.01","311,647,249.95","135,400,597.30","108,063,737.10","43,412,714.40"
支付卖出回购金融资产款现金净额(元),-,-,"1,314,496,000.00",-,-,-,-,-,-
支付的其他与筹资活动有关的现金(元),-,-,-,-,-,"2,260,594.92",-,-,-
筹资活动现金流出的其他项目(元),-,-,-,"1,611,058,000.00",-,"2,846,272,000.00","2,977,390,000.00",-,"7,457,269,000.00"
筹资活动现金流出小计(元)
筹资活动产生的现金流量净额(元),"2,785,963,300.87","1,125,285,026.00","-1,820,907,975.23","-1,905,725,959.14","-1,485,531,201.01","1,340,795,655.13","-3,260,290,597.30","-3,761,955,737.10","-7,514,681,714.40"
四、汇率变动对现金及现金等价物的影响(元),"19,512,997.69","-1,359,789.53","-1,419,524.74","77,566.70","-992,060.78","1,598,028.86","1,826,328.39","436,332.56","-1,302,325.28"
五、现金及现金等价物净增加额(元),"13,582,261,121.80","-5,320,837,675.99","-6,086,627,201.80","-2,440,406,012.41","2,573,891,574.61","7,148,400,183.79","-7,694,032,580.44","-5,715,671,131.37","416,578,746.22"
加：期初现金及现金等价物余额(元),"12,979,548,590.44","18,300,386,266.42","18,305,385,005.86","18,305,421,586.00","18,305,421,586.00","11,151,986,082.63","11,159,996,082.63","11,159,996,082.63","11,159,996,082.63"
期末现金及现金等价物余额(元),"26,561,809,712.24","12,979,548,590.43","12,218,757,804.06","15,865,015,573.59","20,879,313,160.61","18,300,386,266.42","3,465,963,502.19","5,444,324,951.26","11,576,574,828.85"
补充资料：
净利润(元),-,"2,918,553,069.16",-,"1,494,689,078.55",-,"2,377,260,365.72",-,"1,470,599,202.39",-
资产减值准备(元),-,-,-,"7,145,135.03",-,-,-,"253,457.28",-
固定资产和投资性房地产折旧(元),-,"49,869,516.75",-,"30,465,666.17",-,"1,055,222,980.64",-,"16,396,734.54",-
其中：固定资产折旧(元),-,"49,869,516.75",-,"30,465,666.17",-,"1,055,222,980.64",-,"16,396,734.54",-
无形资产及长期待摊费用等摊销(元),-,"41,545,325.60",-,-,-,"92,775,864.98",-,-,-
其中：无形资产摊销(元),-,"29,299,820.26",-,"10,986,573.80",-,"68,715,410.32",-,"13,022,804.56",-
长期待摊费用摊销(元),-,"12,245,505.34",-,"25,403,931.80",-,"24,060,454.66",-,"23,395,035.85",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-1,589,483.13",-,"-68,996,548.53",-,"11,113,006.22",-,"-34,179.16",-
公允价值变动损失(元),-,"894,954.08",-,-,-,"340,138.37",-,"-1,134,800.00",-
投资损失(元),-,"-10,549,700,384.74",-,"-5,169,008,488.76",-,"114,775,664.15",-,"-4,271,224,508.78",-
递延所得税(元),-,"12,992,205.69",-,"495,559,996.50",-,"-9,051,817,415.72",-,"-817,150,612.16",-
其中：递延所得税资产减少(元),-,"-11,081,741.36",-,"409,545,084.91",-,"-8,787,333,845.89",-,"-740,986,216.82",-
递延所得税负债增加(元),-,"24,073,947.05",-,"86,014,911.59",-,"-264,483,569.83",-,"-76,164,395.34",-
经营性应收项目的减少(元),-,"1,548,848,037.38",-,"8,841,914,473.26",-,"-3,248,348,222.15",-,"2,122,870,413.57",-
经营性应付项目的增加(元),-,"33,621,625,046.91",-,"14,618,890,236.24",-,"-14,610,143,930.30",-,"14,902,535,331.10",-
其他(元),-,-,-,-,-,"38,596,451,415.94",-,-,-
现金的期末余额(元),-,"12,979,548,590.43",-,"15,865,015,573.59",-,"18,300,386,266.42",-,"5,444,324,951.26",-
减：现金的期初余额(元),-,"18,300,386,266.42",-,"18,305,421,586.00",-,"11,151,986,082.63",-,"11,159,996,082.63",-
现金及现金等价物的净增加额(元),-,"-5,320,837,675.99",-,"-2,440,406,012.41",-,"7,148,400,183.79",-,"-5,715,671,131.37",-
公告日期,2020-04-30,2020-04-15,2019-10-31,2019-08-31,2019-04-29,2019-04-29,2018-10-31,2018-08-31,2018-04-28
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
