-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
退保金(元),"337,050,329.47","7,209,832,548.96","6,937,759,525.56","6,641,256,067.68","6,260,640,555.10","22,852,069,132.72","21,883,026,106.42","20,721,638,322.04","18,938,392,078.57"
赔付支出(元),"338,751,601.01","1,442,215,945.67","1,020,385,388.81","630,129,264.46","341,213,611.54","1,414,917,263.84","1,094,895,673.70","808,430,052.20","510,586,042.43"
减：摊回赔付支出(元),"11,780,042.78","75,028,980.69","57,075,483.90","35,252,512.11","24,491,313.86","42,005,105.72","30,073,495.27","17,651,829.94","6,599,202.58"
提取保险责任准备金(元),"14,746,968,660.00","28,504,610,421.50","24,710,362,474.80","19,051,514,149.35","12,542,465,312.74","11,702,841,657.32","9,471,077,050.03","8,007,322,666.58","7,375,532,996.03"
减：摊回保险责任准备金(元),"18,667,438.02","-14,557,112,116.13","-14,572,803,265.10","-14,585,304,055.31","-14,589,888,978.02","14,666,181,365.33","14,523,140,748.09","14,385,183,261.68","14,217,431,045.29"
保单红利支出(元),"7,000,387.16","31,830,421.47","24,486,331.59","16,654,636.55","8,357,105.27","38,070,262.77","29,126,502.84","19,778,683.57","10,142,395.54"
营业税金及附加(元),"7,429,943.43","63,938,396.54","41,515,960.62","32,470,930.74","10,915,944.38","57,285,444.33","32,739,689.22","28,082,628.02","6,724,064.04"
手续费及佣金支出(元),"733,745,695.14","3,532,122,118.94","2,932,518,582.14","2,099,725,464.43","1,122,422,096.66","1,129,697,183.70","1,295,396,602.29","1,229,973,089.24","1,152,481,474.74"
业务及管理费(元),"286,909,281.00","2,116,459,260.04","1,599,977,479.37","1,200,971,689.95","483,702,775.16","1,634,723,428.64","1,120,999,642.88","730,546,418.28","397,571,960.17"
减：摊回分保费用(元),"-92,167.29","8,814,193.92","7,458,040.05","6,569,269.74","14,605,238,164.36","3,842,674.20","3,891,739.29","2,751,405.22","398,314.69"
其他业务成本(元),"844,334,537.60","3,282,135,894.79","2,310,660,959.32","1,680,437,583.34","1,013,786,818.25","2,737,081,128.48","1,601,852,083.04","1,188,060,823.04","765,313,076.30"
资产减值损失(元),"1,704.00","678,454,331.37","519,643,918.52","7,145,135.03","1,137,053.35","1,055,222,980.64","-416,495.55","253,457.28","-89,917.38"
营业支出其他项目(元),"15,054,595,002.64","29,855,256,539.31","25,894,300,236.05","19,802,110,877.87","27,550,759,372.52","-1,203,035,758.64","-3,682,082,153.74","-5,357,543,548.36","-6,236,276,894.70"
三、营业利润(元),"342,013,486.12","3,430,869,004.82","2,204,128,092.56","1,679,319,577.28","828,355,499.75","2,653,573,220.61","1,923,102,708.24","1,600,828,599.11","759,913,001.56"
加：营业外收入(元),"492,383,487.76","218,746,663.84","206,507,872.20","206,138,075.13","5,608,966.91","4,182,414.24","2,179,349.62","817,801.42","44,934.31"
减：营业外支出(元),"43,442,525.79","16,171,823.89","9,477,910.64","5,130,616.21","2,682,179.58","21,405,285.26","9,345,804.36","4,169,906.72","2,097,543.92"
四、利润总额(元),"790,954,448.09","3,633,443,844.77","2,401,158,054.12","1,880,327,036.20","831,282,287.08","2,636,350,349.59","1,915,936,253.50","1,597,476,493.81","757,860,391.95"
减：所得税(元),"39,075,880.26","714,890,775.61","530,001,062.55","385,637,957.65","170,485,086.43","259,089,983.87","141,668,681.67","126,877,291.42","98,880,473.55"
五、净利润(元),"751,878,567.83","2,918,553,069.16","1,871,156,991.57","1,494,689,078.55","660,797,200.65","2,377,260,365.72","1,774,267,571.83","1,470,599,202.39","658,979,918.40"
(一)按经营持续性分类
持续经营净利润(元),"751,878,567.83","2,918,553,069.16","1,871,156,991.57","1,494,689,078.55","660,797,200.65","2,377,260,365.72","1,774,267,571.83","1,470,599,202.39",-
(二)按所有权归属分类
归属于母公司股东的净利润(元),"384,344,442.14","1,775,935,211.13","1,016,078,023.41","747,578,089.36","329,344,964.22","1,326,520,092.79","1,012,024,928.09","847,509,301.74","338,366,275.34"
少数股东损益(元),"367,534,125.69","1,142,617,858.03","855,078,968.16","747,110,989.19","331,452,236.43","1,050,740,272.93","762,242,643.74","623,089,900.65","320,613,643.06"
扣除非经常性损益后的净利润(元),"206,445,389.43","1,096,449,192.20","772,845,557.12","667,177,833.25","322,997,268.04","921,129,669.21","796,298,458.05","667,367,219.51","339,108,835.46"
六、每股收益
基本每股收益(元),0.08,0.36,0.21,0.15,0.07,0.27,0.20,0.17,0.07
稀释每股收益(元),0.08,0.36,0.21,0.15,0.07,0.27,0.20,0.17,0.07
七、其他综合损失(元),"-824,939,620.91","1,188,642,379.80","919,913,890.38","1,173,061,586.86","1,857,973,436.05","-2,942,532,771.28","-2,932,412,589.04","-2,469,743,337.29","-838,565,730.12"
八、综合收益总额(元),"-73,061,053.08","4,107,195,448.96","2,791,070,881.95","2,667,750,665.41","2,518,770,636.70","-565,272,405.56","-1,158,145,017.21","-999,144,134.90","-179,585,811.72"
归属于母公司股东的综合收益总额(元),"-36,374,764.52","2,382,142,824.83","1,485,234,107.50","1,345,839,498.66","1,276,911,416.60","-174,171,620.56","-483,505,492.32","-412,059,800.27","-89,302,247.02"
归属于少数股东的综合收益总额(元),"-36,686,288.56","1,725,052,624.13","1,305,836,774.45","1,321,911,166.75","1,241,859,220.10","-391,100,785.00","-674,639,524.89","-587,084,334.63","-90,283,564.70"
公告日期,2020-04-30,2020-04-15,2019-10-31,2019-08-31,2019-05-09,2019-04-29,2018-10-31,2018-08-31,2018-04-28
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
