-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
处置固定资产、无形资产和其他长期资产的损失(元),-,"260,847.55",-,"78,963.95",-,"50,422.31",-,"16,740.70",-
固定资产报废损失(元),-,-,-,"4,330.65",-,-,-,-,-
财务费用(元),-,"24,507,225.06",-,"15,840,256.85",-,"42,265,796.22",-,"22,727,951.58",-
投资损失(元),-,"-106,776.14",-,"4,473.42",-,"891,731.95",-,"596,692.50",-
递延所得税(元),-,"11,553,539.86",-,"6,302,552.64",-,"-6,863,808.81",-,"-25,163,627.35",-
其中：递延所得税资产减少(元),-,"11,553,539.86",-,"6,637,157.15",-,"-6,863,808.81",-,"-24,376,367.26",-
递延所得税负债增加(元),-,-,-,"-334,604.51",-,-,-,"-787,260.09",-
存货的减少(元),-,"90,648,636.88",-,"267,304,648.82",-,"216,797,583.62",-,"176,448,491.15",-
经营性应收项目的减少(元),-,"241,237,396.79",-,"141,593,668.25",-,"222,483,066.82",-,"-417,589,036.04",-
经营性应付项目的增加(元),-,"-257,635,786.03",-,"-415,417,444.24",-,"-343,033,953.53",-,"181,603,886.72",-
现金的期末余额(元),-,"322,732,807.03",-,"350,294,482.39",-,"553,904,644.05",-,"814,029,661.99",-
减：现金的期初余额(元),-,"553,904,644.05",-,"553,904,644.05",-,"1,491,321,884.56",-,"1,491,321,884.56",-
加：现金等价物的期末余额(元),-,-,-,-,-,"110,000.00",-,-,-
减：现金等价物的期初余额(元),-,"110,000.00",-,"110,000.00",-,-,-,-,-
现金及现金等价物的净增加额(元),-,"-231,281,837.02",-,"-203,720,161.66",-,"-937,307,240.51",-,"-677,292,222.57",-
公告日期,2020-04-29,2020-04-29,2019-10-30,2019-08-30,2019-04-30,2019-04-30,2018-10-30,2018-08-27,2018-04-27
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
