-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
筹资活动现金流出小计(元),"1,745,671,032.91","7,849,835,319.33","5,828,049,149.97","3,481,306,193.49","1,430,379,205.15","6,829,013,968.44","4,359,312,500.26","2,486,060,916.76","1,251,533,536.10"
筹资活动产生的现金流量净额(元),"-112,104,454.64","-226,882,321.89","-459,591,856.41","-288,950,932.71","-312,690,450.22","451,835,725.71","808,907,549.92","602,265,312.61","-105,587,151.31"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"1,643,668,703.64","1,345,767,570.78","1,345,767,570.78","1,345,767,570.78","1,345,767,570.78","1,158,159,643.49","1,128,939,383.89","1,128,939,383.89","1,128,939,383.89"
期末现金及现金等价物余额(元),"1,754,146,678.24","1,643,668,703.64","1,252,087,180.36","1,431,906,151.75","1,591,085,191.70","1,345,767,570.78","1,547,418,860.56","1,572,912,271.11","1,348,928,612.07"
补充资料：
净利润(元),-,"717,250,085.80",-,"382,796,651.24",-,"769,568,971.87",-,"399,003,419.87",-
资产减值准备(元),-,"51,479,818.75",-,"15,606,647.66",-,"33,816,313.85",-,"5,989,092.43",-
固定资产和投资性房地产折旧(元),-,"107,456,782.34",-,"53,881,940.95",-,"125,108,317.98",-,"62,583,456.14",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"107,456,782.34",-,"53,881,940.95",-,"125,108,317.98",-,"62,583,456.14",-
无形资产摊销(元),-,"9,280,512.91",-,"4,717,465.93",-,"9,753,400.05",-,"4,706,646.23",-
长期待摊费用摊销(元),-,"26,739,831.85",-,"14,541,493.83",-,"27,957,203.01",-,"10,243,176.75",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-1,069,356.35",-,"-1,034,122.27",-,"-243,738.67",-,"-1,674.86",-
固定资产报废损失(元),-,"299,909.94",-,"225,670.26",-,"102,764.27",-,"49,925.23",-
公允价值变动损失(元),-,"-4,953,108.00",-,"-2,768,067.00",-,"-356,800.00",-,-,-
财务费用(元),-,"133,474,574.99",-,"79,680,994.69",-,"177,100,312.15",-,"69,560,580.83",-
投资损失(元),-,"-112,851,828.34",-,"-107,867,781.76",-,"-115,478,577.02",-,"-73,443,282.98",-
递延所得税(元),-,"9,709,047.30",-,"60,266.50",-,"28,969,742.10",-,"10,422,692.89",-
其中：递延所得税资产减少(元),-,"-7,150,489.42",-,"-7,497,066.84",-,"4,082,300.01",-,"-5,688,010.76",-
递延所得税负债增加(元),-,"16,859,536.72",-,"7,557,333.34",-,"24,887,442.09",-,"16,110,703.65",-
存货的减少(元),-,"103,305,839.44",-,"16,519,421.92",-,"-299,219,023.74",-,"-62,590,935.89",-
经营性应收项目的减少(元),-,"-798,473,176.40",-,"37,729,622.62",-,"-671,798,534.10",-,"-536,828,805.10",-
经营性应付项目的增加(元),-,"453,358,327.82",-,"33,416,412.63",-,"-131,516,629.16",-,"192,214,831.57",-
其他(元),-,"-443,592.90",-,"-3,845,022.02",-,"20,228,518.14",-,"3,120,975.80",-
现金的期末余额(元),-,-,-,-,-,-,-,"1,572,912,271.11",-
减：现金的期初余额(元),-,-,-,-,-,-,-,"1,128,939,383.89",-
加：现金等价物的期末余额(元),-,"1,643,668,703.64",-,"1,431,906,151.75",-,"1,345,767,570.78",-,-,-
减：现金等价物的期初余额(元),-,"1,345,767,570.78",-,"1,345,767,570.78",-,"1,158,159,643.49",-,-,-
现金及现金等价物的净增加额(元),-,"297,901,132.86",-,"86,138,580.97",-,"187,607,927.29",-,"443,972,887.22",-
公告日期,2020-04-28,2020-03-26,2019-10-24,2019-08-28,2019-04-24,2019-03-28,2018-10-26,2018-08-22,2018-04-20
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
