-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
筹资活动产生的现金流量净额(元),"599,132,286.17","-119,964,124.37","-393,655,895.31","-152,410,052.18","563,785,090.60","2,014,412,146.12","2,209,537,375.84","427,200,684.49","84,599,919.92"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"2,882,405,825.13","3,415,080,225.02","3,415,080,225.02","3,415,080,225.02","3,415,080,225.02","2,150,036,302.90","2,150,036,302.90","2,150,036,302.90","2,150,036,302.90"
期末现金及现金等价物余额(元),"3,407,157,027.62","2,882,405,825.13","2,649,380,393.24","2,880,265,837.91","3,398,969,390.82","3,415,080,225.02","3,425,807,800.04","2,582,923,474.04","2,156,013,824.85"
补充资料：
净利润(元),-,"749,498,789.47",-,"430,906,034.34",-,"778,703,980.39",-,"446,059,603.20",-
资产减值准备(元),-,"75,500,656.25",-,"42,049,225.31",-,"237,212,308.36",-,"29,615,276.24",-
固定资产和投资性房地产折旧(元),-,"593,832,811.82",-,"298,851,316.87",-,"590,971,248.72",-,"295,986,714.95",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"593,832,811.82",-,"298,851,316.87",-,"590,971,248.72",-,"295,986,714.95",-
无形资产摊销(元),-,"77,717,844.44",-,"33,715,905.63",-,"73,074,760.42",-,"38,728,965.84",-
长期待摊费用摊销(元),-,"16,144,136.15",-,"4,747,044.45",-,"10,698,489.02",-,"6,456,003.97",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"58,163,561.85",-,"36,009,066.42",-,"11,466,216.37",-,"-14,879.32",-
固定资产报废损失(元),-,-,-,"9,929.88",-,-,-,"6,178,336.83",-
公允价值变动损失(元),-,"447,978.01",-,"447,978.01",-,"-7,051,111.52",-,"-8,853,889.15",-
财务费用(元),-,"650,716,002.47",-,"311,380,815.34",-,"641,144,483.21",-,"315,187,940.07",-
投资损失(元),-,"-28,382,729.63",-,"-36,554,259.47",-,"-8,085,752.20",-,"48,417,023.04",-
递延所得税(元),-,"2,570,075.78",-,"24,903,823.81",-,"-42,359,320.30",-,"-10,376,539.67",-
其中：递延所得税资产减少(元),-,"-4,383,207.66",-,"25,212,568.71",-,"-33,195,707.92",-,"-9,778,120.89",-
递延所得税负债增加(元),-,"6,953,283.44",-,"-308,744.90",-,"-9,163,612.38",-,"-598,418.78",-
存货的减少(元),-,"-628,168,414.63",-,"-580,283,838.95",-,"-637,332,498.98",-,"-564,169,182.40",-
经营性应收项目的减少(元),-,"-274,348,702.38",-,"-87,478,904.14",-,"-280,089,375.66",-,"205,291,027.62",-
经营性应付项目的增加(元),-,"-556,571,547.99",-,"-361,889,454.21",-,"-383,256,158.71",-,"-386,196,333.73",-
现金的期末余额(元),-,"2,882,405,825.13",-,"2,880,265,837.91",-,"3,415,080,225.02",-,"2,582,923,474.04",-
减：现金的期初余额(元),-,"3,415,080,225.02",-,"3,415,080,225.02",-,"2,150,036,302.90",-,"2,150,036,302.90",-
现金及现金等价物的净增加额(元),-,"-532,674,399.89",-,"-534,814,387.11",-,"1,265,043,922.12",-,"432,887,171.14",-
公告日期,2020-04-30,2020-04-30,2019-10-29,2019-08-21,2019-04-27,2019-03-30,2018-10-29,2018-08-31,2018-04-27
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
