-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
加：期初现金及现金等价物余额(元),"2,914,244,124.18","4,182,893,365.80","4,182,893,365.80","4,182,893,365.80","4,182,893,365.80","4,151,773,598.08","4,151,773,598.08","4,151,773,598.08","4,152,373,598.08"
期末现金及现金等价物余额(元),"3,648,173,804.51","2,914,244,124.18","2,722,216,503.34","2,938,351,390.97","3,640,741,324.51","4,182,893,365.80","3,679,200,431.83","4,024,054,605.86","3,760,391,439.72"
补充资料：
净利润(元),-,"739,566,259.66",-,"373,827,285.34",-,"617,804,602.15",-,"350,818,426.01",-
资产减值准备(元),-,"77,017,827.69",-,"15,470,266.87",-,"248,864,133.20",-,"53,070,710.13",-
固定资产和投资性房地产折旧(元),-,"46,194,582.43",-,"20,676,460.12",-,"43,034,337.47",-,"22,343,915.59",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"46,194,582.43",-,"20,676,460.12",-,"43,034,337.47",-,"22,343,915.59",-
无形资产摊销(元),-,"66,096,732.50",-,"32,339,429.66",-,"62,234,644.50",-,"30,126,227.79",-
长期待摊费用摊销(元),-,"6,758,058.06",-,"7,753,169.02",-,"5,248,174.46",-,"3,261,358.35",-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-6,424.64",-,"-7,564.96",-,-,-,"3,394,090.87",-
固定资产报废损失(元),-,"678,644.13",-,"158,496.90",-,"2,468,823.33",-,"10,027.08",-
公允价值变动损失(元),-,"1,407,431.47",-,"1,753,425.72",-,-,-,-,-
财务费用(元),-,"77,095,480.69",-,"17,304,107.00",-,"-160,645,118.55",-,"17,840,173.09",-
投资损失(元),-,"13,837,816.76",-,"-3,142,020.68",-,"-61,132,162.54",-,"-2,336,142.25",-
递延所得税(元),-,"-12,470,867.81",-,"1,356,319.65",-,"-11,508,133.25",-,"2,930,949.30",-
其中：递延所得税资产减少(元),-,"-12,714,795.20",-,"1,325,340.37",-,"-10,753,082.86",-,"3,930,859.09",-
递延所得税负债增加(元),-,"243,927.39",-,"30,979.28",-,"-755,050.39",-,"-999,909.79",-
存货的减少(元),-,"-128,828,671.90",-,"-58,000,664.66",-,"177,975,506.67",-,"60,575,477.50",-
经营性应收项目的减少(元),-,"-4,145,053,659.99",-,"-1,175,346,299.82",-,"-499,063,102.94",-,"-866,843,330.73",-
经营性应付项目的增加(元),-,"1,679,198,811.65",-,"-84,483,659.16",-,"-242,899,289.12",-,"-17,574,586.22",-
其他(元),-,-,-,"404,332.83",-,-,-,-,-
现金的期末余额(元),-,"2,914,244,124.18",-,"2,938,351,390.97",-,"4,182,893,365.80",-,"4,024,054,605.86",-
减：现金的期初余额(元),-,"4,182,893,365.80",-,"4,182,893,365.80",-,"4,151,773,598.08",-,"4,151,773,598.08",-
现金及现金等价物的净增加额(元),-,"-1,268,649,241.62",-,"-1,244,541,974.83",-,"31,119,767.72",-,"-127,718,992.22",-
公告日期,2020-04-20,2020-04-20,2019-10-31,2019-08-03,2019-04-30,2019-04-02,2018-10-31,2018-07-31,2018-04-23
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
