-,2020年一季报,2019年年报,2019年三季报,2019年中报,2019年一季报,2018年年报,2018年三季报,2018年中报,2018年一季报
筹资活动产生的现金流量净额(元),"1,306,529,442.19","-400,574,327.61","-413,937,943.57","-65,487,944.32","-491,899,844.50","-1,352,687,911.71","-1,401,416,537.03","869,502,774.20","758,546,761.56"
四、汇率变动对现金及现金等价物的影响
五、现金及现金等价物净增加额
加：期初现金及现金等价物余额(元),"9,360,474,674.89","9,648,153,614.80","9,648,153,614.80","9,648,153,614.80","9,648,153,614.80","21,451,305,090.53","21,451,305,090.53","21,451,305,090.53","21,478,422,090.31"
期末现金及现金等价物余额(元),"12,706,965,822.94","9,360,474,674.89","9,850,344,326.84","10,147,607,013.29","11,190,893,473.46","9,648,153,614.80","15,242,891,686.62","23,767,643,401.89","23,191,101,687.57"
补充资料：
净利润(元),-,"-2,649,131,890.88",-,"-2,244,061,428.35",-,"723,359,381.87",-,"1,617,481,673.47",-
资产减值准备(元),-,"521,164,382.24",-,"152,676,538.06",-,"238,554,564.69",-,"108,941,422.42",-
固定资产和投资性房地产折旧(元),-,"3,016,144,416.76",-,"1,412,926,235.60",-,"2,334,508,010.92",-,"1,045,654,724.17",-
其中：固定资产折旧、油气资产折耗、生产性生物资产折旧(元),-,"3,015,917,705.20",-,"1,412,926,235.60",-,"2,334,281,299.36",-,"1,045,654,724.17",-
投资性房地产折旧(元),-,"226,711.56",-,-,-,"226,711.56",-,-,-
无形资产摊销(元),-,"1,025,061,962.48",-,"485,234,277.39",-,"765,764,237.99",-,"349,623,578.41",-
长期待摊费用摊销(元),-,"6,768,571.06",-,"1,190,008.24",-,"3,916,585.49",-,"113,355.78",-
递延收益摊销(元),-,"-489,017,455.52",-,-,-,"52,824,676.85",-,-,-
处置固定资产、无形资产和其他长期资产的损失(元),-,"-56,658,864.17",-,"9,392,459.28",-,"-8,561,074.73",-,"41,953,319.31",-
固定资产报废损失(元),-,"61,599,450.00",-,-,-,-,-,-,-
公允价值变动损失(元),-,"-889,154,888.69",-,"-40,337,151.27",-,-,-,-,-
财务费用(元),-,"40,109,729.93",-,"-96,832,709.15",-,"11,700,010.25",-,"-225,518,842.31",-
投资损失(元),-,"2,109,369,113.31",-,"108,336,709.94",-,"71,306,776.79",-,"-1,362,011,815.11",-
递延所得税(元),-,"239,975,628.66",-,"91,826,434.28",-,"-124,490,731.14",-,"-28,289,478.86",-
其中：递延所得税资产减少(元),-,"112,953,903.96",-,"91,826,434.28",-,"-121,696,627.62",-,"-28,289,478.86",-
递延所得税负债增加(元),-,"127,021,724.70",-,-,-,"-2,794,103.52",-,-,-
存货的减少(元),-,"1,317,268,683.80",-,"-787,955,680.07",-,"162,147,313.89",-,"-60,238,054.79",-
经营性应收项目的减少(元),-,"-6,933,919,137.79",-,"3,615,249,233.77",-,"7,012,744,770.54",-,"9,804,878,336.43",-
经营性应付项目的增加(元),-,"6,610,407,218.35",-,"1,406,660,271.88",-,"-14,321,540,062.30",-,"-6,933,248,936.62",-
其他(元),-,"-48,238,681.15",-,"96,428,697.69",-,"-809,709,763.55",-,"42,062,477.85",-
现金的期末余额(元),-,"9,360,474,674.89",-,"10,147,607,013.29",-,"9,648,153,614.80",-,"23,767,643,401.89",-
减：现金的期初余额(元),-,"9,648,153,614.80",-,"9,648,153,614.80",-,"21,451,305,090.53",-,"21,451,305,090.53",-
现金及现金等价物的净增加额(元),-,"-287,678,939.91",-,"499,453,398.49",-,"-11,803,151,475.73",-,"2,316,338,311.36",-
公告日期,2020-04-30,2020-04-30,2019-10-31,2019-08-31,2019-04-30,2019-04-23,2018-10-30,2018-08-31,2018-04-27
审计意见(境内),标准无保留意见,标准无保留意见
原始财报文件下载,下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF),下载财报(PDF)
